lap_var,blur
430.79078958280826,1
767.8716837944986,0
439.5737332229152,2
526.2255514366966,1
489.47294735045494,1
310.6935684979123,0
124.40404046996103,2
198.5333831086969,1
111.33868783676658,1
351.77406822570293,0
116.75511555333226,2
192.1545479107248,1
103.49607223873667,1
342.5826640395288,0
119.94190309926651,2
182.4578437499728,1
105.60665205988602,1
327.52615831471263,0
114.20025572479142,2
178.74546620114452,1
103.36606822532522,1
322.0409729156442,0
118.40181709635304,2
169.97341226701153,1
107.7075112271525,1
407.0916468102769,0
310.9703323029126,2
385.46879182779924,1
339.8357447799257,1
464.83717122785777,0
295.40495880789666,2
390.00518534555545,1
310.70918000276447,1
490.6382323505247,0
266.2908192428816,2
375.8348560702593,1
323.45337186752477,1
449.46513252415326,0
288.5860847395614,2
371.66052414530856,1
300.28542288783757,1
413.43516509965247,0
295.4361239219954,2
358.5277640470822,1
294.91958165937467,1
575.3964001975654,0
412.8609668870446,2
425.2757022232467,1
475.7152839305555,1
647.0029778756442,0
414.8362627391598,2
492.6660983246611,1
477.2161065652603,1
676.5273544769528,0
400.19970153558324,2
458.64731163217215,1
451.29299312589785,1
649.5764249700993,0
417.28970258305077,2
512.4430033808584,1
412.19391040470373,1
699.9622217264539,0
385.1431692462564,2
476.770864038572,1
521.9436192735867,1
228.19926807795974,0
115.95868356470024,2
133.3712070882281,1
105.38236966330042,1
261.0397156040354,0
90.87382325343317,2
139.57105937249995,1
95.93421284938557,1
262.13331406195067,0
113.16299321443982,2
133.62047031044682,1
99.56937029726305,1
244.31072498489158,0
111.00710833312068,2
116.0231236671831,1
104.58005923825411,1
250.21789322889654,0
115.67033564833335,2
128.92825088958733,1
105.01943399432261,1
341.3633341611108,0
314.46837920837623,2
340.4366004859568,1
322.4637129014484,1
430.16638225856104,0
307.48550934138865,2
382.27297472764644,1
289.7500501145736,1
409.0953557083523,0
261.49096075554434,2
349.67343229069036,1
304.16727708207907,1
365.39887881536356,0
273.5115518539581,2
331.3534266095355,1
301.31104320805105,1
347.730179102066,0
271.36262547275356,2
319.7546784795222,1
281.6266479066667,1
494.7578981890582,0
386.01318165665685,2
443.0810742416379,1
399.44224895286334,1
619.1068396221543,0
437.45310148658797,2
485.77666262525946,1
416.0142653160262,1
631.2411200712755,0
380.9573598712563,2
483.9495374964749,1
419.9063906103993,1
576.1430004675974,0
471.8046218027731,2
472.3614870689493,1
416.84109692102606,1
612.3561811843364,0
393.45978515507727,2
464.89721600870195,1
418.48173020785487,1
197.70608862428352,0
92.5929890968617,2
158.89643982359786,1
92.99383835847404,1
223.88175310989138,0
93.66332341638432,2
154.19151657976448,1
84.29119622762343,1
221.7165156223947,0
137.79727916653533,2
149.02102395346245,1
89.50106979048503,1
216.42475416039912,0
128.86324318684214,2
142.1776454322222,1
83.82369374859368,1
217.5748681717663,0
92.65302527549885,2
146.0075830874826,1
94.6493351152666,1
349.6409610872123,0
309.6736523605336,2
353.55555546101454,1
311.9106393749932,1
373.84116591573337,0
299.3960021491208,2
362.83991543992096,1
315.40641988619757,1
375.15404163665795,0
290.4715642296485,2
341.84401609163183,1
304.9213592229209,1
371.5557867215614,0
281.605525282669,2
346.1810645280559,1
338.6044171166661,1
333.53850412912743,0
237.34527505317666,2
320.99040780784463,1
291.95861657976457,1
1322.9784173895791,0
417.84384609837025,2
480.69084073342844,1
895.0022063410416,1
1674.996051283529,0
511.1519544105862,2
509.6340568465797,1
861.4286192154625,1
1849.560456827565,0
467.6653538595661,2
498.3824545965599,1
845.4879906245657,1
1273.5818385004065,0
511.76377778043366,2
434.38717441942686,1
1015.5838666665785,1
1724.2223837515567,0
489.88776470059776,2
462.68916301414697,1
917.0122610754819,1
887.7711225503898,0
156.75112382388878,2
333.4599140933336,1
269.57073300390533,1
1145.301785244787,0
251.76176614571375,2
349.0016873977335,1
254.34703204166672,1
1101.6819999591623,0
219.77503281220467,2
319.67514770468307,1
243.18291509566816,1
1086.5402520817663,0
213.26921925428377,2
245.12447283989158,1
291.6518249930555,1
1053.4777381804156,0
178.37487612703748,2
259.2428103977605,1
256.343932986952,1
568.9423867739536,0
289.60982042618804,2
466.4363312152602,1
448.9232824169261,1
781.9054404867087,0
286.000243089844,2
469.67290383843323,1
427.8231074630465,1
868.6921197913889,0
276.29507341058354,2
423.2137602648914,1
390.60084879833335,1
674.0164128553712,0
268.1380883565873,2
421.06419026874033,1
434.8215614280717,1
797.0591124891492,0
242.89355555074843,2
401.40786282530365,1
356.4626259982637,1
530.5921936710155,0
390.0694181972524,2
490.12129505356734,1
367.8681255827085,1
656.6476918027129,0
508.20505871703557,2
553.61613971679,1
398.4692252796834,1
641.1405145741488,0
378.45501661322,2
513.2863822199986,1
429.6964416326722,1
581.8738979028113,0
412.84267290581624,2
487.5420964379271,1
404.92963636067725,1
628.3803968362403,0
421.3496473320241,2
502.38908734413945,1
410.8312414752605,1
268.16692954726557,0
101.96290050120417,2
201.03971120519836,1
92.97415843248267,1
267.0486290548601,0
90.25028591259513,2
200.36500144540784,1
86.6851919058265,1
260.3008129763387,0
133.83498175559654,2
181.9138067705727,1
89.05492343284477,1
254.96087287872274,0
119.30397494506835,2
160.62473938549368,1
89.38265875289675,1
244.4806767550998,0
99.48440967276039,2
168.69303283601457,1
94.35966286960836,1
420.9991303395661,0
347.0013046526232,2
360.5802900980891,1
319.7157819940094,1
415.62603427472203,0
285.34270975144295,2
368.2768381157022,1
318.939415294726,1
339.1058687287329,0
333.3527134006771,2
346.04561770722233,1
300.55264582473853,1
423.5774648317871,0
309.65494143607833,2
355.08723861408816,1
306.15293228946945,1
352.9305523839515,0
323.88780353923596,2
318.6672520822222,1
270.1116112453894,1
426.6960653655375,0
356.75994609097626,2
364.503962499426,1
378.25064461104154,1
446.21228690035747,0
365.65317810025925,2
374.66626561581614,1
386.1944706140582,1
459.12655566744576,0
361.19810728489483,2
372.20386728853714,1
389.487019134472,1
440.24245190447465,0
375.43758954207357,2
377.6662037838149,1
396.6709134491492,1
470.03450833242096,0
375.4433040797646,2
382.20259573239474,1
404.60371093742185,1
345.6626137906896,0
242.2345092348305,2
230.97895398172494,1
237.14294140630176,1
343.9056310283161,0
214.59598952888894,2
231.1000885377603,1
236.10439168739157,1
292.23802016595465,0
185.7892083328549,2
181.89986401800536,1
181.44512599606668,1
344.96773485768614,0
227.41396710394298,2
226.24837748275826,1
230.65743775550106,1
233.7434555391253,0
130.45060683322484,2
142.27729679601535,1
157.40213495114466,1
576.945601181634,0
568.1514272730573,2
581.2950319925943,1
585.240671970573,1
628.6365497615757,0
551.4722098543616,2
593.1857447495561,1
565.0335398112453,1
623.6706406066623,0
528.0280218658157,2
550.3745551485545,1
540.3272654262327,1
562.8751266248912,0
542.5250692697566,2
562.5498209791396,1
557.5035519516059,1
558.4362103941666,0
502.50953800178326,2
527.4885130096549,1
525.2866921210327,1
624.193303061978,0
475.25077636937505,2
530.1763161017772,1
490.6286263555113,1
566.7563743548367,0
444.2458786353058,2
498.76279582755126,1
471.2336556568029,1
611.629777583051,0
443.270207202912,2
536.8396821654937,1
464.70253123534485,1
845.5994885285345,0
483.6497300303551,2
518.2306742863273,1
484.41983433416226,1
567.8332737307254,0
481.3285421817968,2
467.27294947794906,1
465.742807060065,1
358.4188165029124,0
287.4236308773917,2
271.34211634200403,1
274.679210781738,1
389.97302965595685,0
243.88768687455484,2
307.83746406216795,1
285.38497114647765,1
341.1017030950997,0
223.24973489546207,2
272.2107149239841,1
228.51421974782872,1
290.70170569762337,0
203.6902666605631,2
189.50695277246098,1
159.4632156209623,1
257.9068366974932,0
148.08055572134987,2
182.19115813961355,1
152.40994423850267,1
492.29550083406133,0
442.823494328064,2
504.8795721944173,1
413.0996136367663,1
444.6934909752472,0
473.4074383971083,2
476.6547682223088,1
473.7816590942493,1
603.0047445835025,0
555.5780041082638,2
497.9367001111,1
561.8793848406573,1
526.6434473208758,0
541.0636567652863,2
412.87180258039035,1
413.02457629068977,1
576.125643221048,0
449.6275655928993,2
565.1844565593289,1
515.2207786237997,1
569.7693329053996,0
442.4129802871487,2
522.851887026035,1
447.59291848734415,1
541.727158129895,0
425.21156190267993,2
495.11365141274695,1
425.53455072173534,1
569.8415833229122,0
377.7461400986197,2
438.8142546221024,1
447.7345729147528,1
531.2396952171092,0
436.01812493272456,2
525.3877301010847,1
450.8100411262043,1
541.4278838122698,0
433.4838232980448,2
500.1647316767251,1
430.91863645820206,1
426.2209970744782,0
253.01374297968715,2
346.8996151962237,1
250.2212026860458,1
425.43640363059666,0
241.08466299218065,2
336.80916446156147,1
240.20635527142986,1
330.57244374405775,0
227.1167354161414,2
263.1148213521134,1
177.87294166541238,1
407.04644941430087,0
243.3104728787228,2
310.1457051605859,1
181.0976255098738,1
287.46677445426184,0
145.07322076497283,2
228.78618177506507,1
163.05572820899502,1
410.4623124352764,0
440.5639756333159,2
492.33037493832927,1
378.793176948697,1
532.0367049313082,0
407.93857186659716,2
477.48111225543573,1
420.9294294372589,1
534.6631971347765,0
386.63224501106095,2
528.4034718744257,1
392.1042161270699,1
448.3833925114193,0
388.771857244518,2
506.04210469859385,1
412.6543556664057,1
433.3871421231639,0
381.3894355237563,2
422.98034506302054,1
359.82535098770757,1
442.19815962575933,0
361.016064726454,2
401.4107409493811,1
370.41008502009515,1
465.3306160548934,0
364.6869244453642,2
431.8641545599728,1
371.6638706909047,1
454.7383687499956,0
473.64099168502565,2
431.6394901010612,1
385.7102264771264,1
519.0372039517958,0
397.66347494408757,2
414.31166328537756,1
366.8794060233842,1
541.3511524753907,0
400.4914825185327,2
480.8599774395507,1
434.02777438633206,1
429.51827847395737,0
245.8005359947306,2
366.95620416714837,1
261.7116548620216,1
388.967303119834,0
243.75525830343327,2
338.27239818488897,1
230.2982252223304,1
293.069102583652,0
199.4573145800509,2
290.9379161157528,1
180.9689406143651,1
366.5980858958334,0
200.43591816430092,2
311.1583982828548,1
179.2077869789385,1
263.8182236805162,0
217.7149948228895,2
237.04408666924374,1
169.37806400930975,1
456.653614606162,0
483.85050159476975,2
438.912132329199,1
366.33686181455056,1
544.2551882747223,0
430.07871823989126,2
459.8680804437458,1
452.472718175746,1
479.92663396192563,0
428.15747391916227,2
482.3921530133112,1
419.4210141291137,1
432.27541920458316,0
489.7474727083266,2
464.5495164889257,1
394.238740100884,1
408.90387739005126,0
439.1699389425389,2
459.6614048936562,1
413.6729072327595,1
414.80927995531647,0
594.5043261589312,2
362.02776320062907,1
338.4309849860027,1
432.1266505467664,0
192.85993432055565,2
220.98034581847972,1
341.2710109103122,1
390.15666507860027,0
348.8891556177081,2
722.0588224104937,1
214.49780676544012,1
266.184127758723,0
219.16325449563766,2
345.8139381652333,1
258.595573423025,1
434.70916973326376,0
351.0686557216011,2
227.0872312496863,1
371.6862093717178,1
405.5216361045563,0
264.3779892283159,2
290.1448936580379,1
285.583428186605,1
405.8667956261186,0
242.94845831355806,2
277.47324109775354,1
268.0140791850258,1
351.52797760412085,0
276.9393088318226,2
253.886384864659,1
245.17388476854777,1
388.3910687494751,0
219.41309452148312,2
236.07400988674888,1
207.35520051617783,1
298.11317036210824,0
143.182212439566,2
189.23657837098287,1
201.38925402837566,1
486.638049428086,0
476.96570089980236,2
451.5800518430919,1
469.26238211196596,1
525.8525546811967,0
438.59243958113655,2
537.5672468125002,1
444.6664841322221,1
519.0102494791206,0
433.02061670450405,2
496.2009826939776,1
445.26839010404717,1
454.19758455979604,0
406.9253779965971,2
460.101223222146,1
476.1814312012325,1
458.2909529574123,0
460.58367167900906,2
436.7052348956897,1
414.92620468312464,1
496.9845768896136,0
357.8669710251463,2
386.2273871894262,1
352.2629713673436,1
541.0228697538995,0
373.2347997899305,2
401.7044650973089,1
373.59066560540765,1
576.1707436510372,0
376.3264238915973,2
401.6504936132544,1
375.1025419731116,1
532.4504083085927,0
378.72712683541215,2
406.9843590373154,1
377.13730518192716,1
574.5147385361971,0
358.5980243451039,2
404.04075570190724,1
380.7503424435375,1
441.2434482913887,0
259.80421585412086,2
291.4101440254988,1
253.7902973880164,1
440.08716749442704,0
198.47663895034466,2
278.6234624999903,1
217.89785715874575,1
344.0128895655557,0
185.8091269994748,2
213.76076926954192,1
164.33549217975235,1
440.40144738551805,0
191.27383958132708,2
274.6892784952733,1
190.92645155239558,1
305.63116423449566,0
134.73365394791554,2
169.89272341442705,1
141.23281744058568,1
623.9038020655312,0
554.5645931977601,2
603.2857927142703,1
577.2624583189775,1
677.3742665925123,0
514.4268194023426,2
604.2628532562331,1
555.6484556452452,1
645.9158963536653,0
500.79500351630844,2
563.8760661429556,1
537.4638515348954,1
623.2818385370823,0
519.4869039479157,2
576.8848464804676,1
564.1367223425972,1
580.832207396072,0
482.45204404865865,2
546.7070832845659,1
519.9467812296344,1
510.4808630000974,0
317.7335544882679,2
442.3940655159623,1
353.52671112410496,1
606.9606401840038,0
371.5353374725686,2
479.0954873916494,1
373.745443544375,1
603.7410510241652,0
404.4316515365991,2
444.04212230676853,1
365.74461279173147,1
514.2858942707139,0
355.5251322900162,2
444.6413329026691,1
434.8612859362821,1
612.2681786346546,0
371.75059530065084,2
459.2118114572907,1
407.31039887265547,1
448.06166405728726,0
237.21572445259085,2
326.2585372860939,1
228.3129763608335,1
451.20459841092463,0
186.53465307152342,2
297.51015937481657,1
191.7085659674152,1
373.84460571097,0
173.64741613897544,2
235.60241197904713,1
175.7931546874389,1
449.4263796837865,0
199.05388330658752,2
243.83336672835247,1
185.35894737059863,1
319.13028003081587,0
131.47855088249895,2
193.07171618537762,1
138.37418472914922,1
607.6492936870419,0
534.876390528889,2
573.9842494582641,1
547.3500500291445,1
619.7340021336562,0
529.4857260381413,2
593.3095315593296,1
544.0200234529555,1
629.3665445610782,0
498.64371808736763,2
557.5176655928989,1
526.904697377916,1
669.8792671536975,0
534.8449744476927,2
577.4615160795246,1
534.2258787535931,1
565.2364416633841,0
478.0956610857247,2
529.1413275518879,1
513.3991775976496,1
638.4196582058983,0
529.3529002867182,2
555.0171879264225,1
541.5746912009955,1
609.886354210459,0
504.83573978156886,2
514.8139177072907,1
524.932813909683,1
592.3713552025515,0
470.1286597555986,2
533.1901046669857,1
488.41915310342785,1
150.48494476423494,0
597.0031355727192,2
172.18751972552053,1
547.1908312043998,1
446.64998852039906,0
518.3934254932288,2
541.5173556876948,1
463.20597029486095,1
319.4327218120417,0
231.84414905748264,2
242.20206391468648,1
218.8498491787109,1
346.9442478048598,0
242.5357769442665,2
256.41610622591054,1
223.4799296221517,1
271.05042968655584,0
186.9825614572223,2
215.44262083176662,1
195.8819588396916,1
348.23039166598846,0
176.9276645828993,2
253.1828478260405,1
212.29190829416228,1
237.3804639004099,0
143.09220932942037,2
168.2686250271807,1
155.11969839739484,1
592.5303665533198,0
408.8162901716135,2
585.6528441990876,1
537.404485436137,1
592.4083032740353,0
576.2218996155552,2
582.1608196955555,1
543.7576505616655,1
560.8283639103187,0
510.0920733471873,2
554.4385598848739,1
546.9945892394002,1
559.0457426600248,0
419.8287108743746,2
401.4663323700843,1
513.1754777895659,1
544.3415259683162,0
483.81362387143133,2
526.4871520812327,1
493.2482765510997,1
848.6189307303993,0
544.4301503506902,2
569.6288634834741,1
547.0027866280556,1
519.86921087526,0
494.82806866292066,2
498.33036129666215,1
468.94652217993064,1
589.7737676815875,0
417.9697306694982,2
573.4721284603057,1
438.3085327992511,1
521.7645791607248,0
578.8752863639052,2
622.0783940040108,1
532.6841947916394,1
558.6870833332454,0
570.9745317297849,2
497.40879053748245,1
461.4383530609277,1
313.0886090198544,0
216.3473194152332,2
269.9324708033245,1
214.70343878268127,1
339.26368799147093,0
220.0725363664486,2
268.40502278751643,1
220.04487079859385,1
313.99464166301647,0
248.71839578993055,2
208.80730674910785,1
202.41189269993046,1
348.18360102100274,0
200.81528009230814,2
267.52770171326404,1
225.00932546268194,1
232.07299395031222,0
137.52015280388892,2
175.7805890815972,1
142.54411731509987,1
483.92366765978494,0
410.1579357586708,2
571.7491238564642,1
514.4769065743814,1
412.0750201419137,0
346.65759917202445,2
417.513821038346,1
498.22440328020406,1
575.2732499973948,0
397.05035803567625,2
588.7492463318227,1
539.4627077790798,1
356.6234676463529,0
445.59600206718295,2
376.8600942672066,1
345.1647839943227,1
524.0748237327083,0
518.8200170541988,2
532.3102025465164,1
514.8255546932279,1
1269.7624160508335,0
484.0078355016046,2
454.36625265581574,1
756.9146616827152,1
1692.9762210630975,0
514.3086133554359,2
470.88348353281145,1
742.6473627128082,1
1829.2424296887325,0
448.29645676645777,2
476.0985348891469,1
700.9955850872394,1
1194.9963316420572,0
461.8368046944961,2
411.8955220678686,1
898.6867203095094,1
1719.0085806846726,0
454.5066468678806,2
424.9799253821549,1
771.4152322808158,1
961.0695274529422,0
308.8216443118221,2
319.7122180445354,1
217.76666383835695,1
1216.0199386159702,0
236.64488814187388,2
334.94383685039037,1
204.29027023773193,1
1191.7156833311371,0
271.1652692673694,2
305.1844837903579,1
199.6418463541338,1
1083.3993571602598,0
243.88716979064432,2
246.99876897686588,1
242.31889255574563,1
1108.8061162414547,0
220.3435463537105,2
246.60826727218316,1
211.18822501094803,1
610.3156495486884,0
304.68992109629306,2
407.058716431868,1
373.3135157597525,1
788.3376505527078,0
273.6715450013453,2
433.9232840555556,1
365.6109908464058,1
866.0506947700951,0
243.79699872169172,2
411.01983645623255,1
340.75935256141236,1
591.2533593354154,0
264.4632134277603,2
384.9007551164483,1
344.9477968215234,1
678.0196494143007,0
813.5092499385377,2
370.5933187384881,1
327.65896781943354,1
417.921880923858,0
563.0467867049313,2
409.66939827254186,1
508.83916473826406,1
473.6255141769273,0
493.81292708103757,2
500.29340828456617,1
433.7384304898341,1
520.8068701419143,0
458.3827567204425,2
487.1697494967871,1
422.8954344338584,1
453.9592694670041,0
383.8296406213499,2
457.56575153315765,1
358.2930395790268,1
487.18924738714173,0
396.65675364446616,2
416.31662133707647,1
404.5144843135374,1
315.54583861318116,0
220.45100030354146,2
260.78081061461546,1
218.84904183504523,1
326.49754790901045,0
234.4208124143219,2
270.85180048891885,1
221.23262283283177,1
278.7234467917437,0
215.19304843738044,2
237.820478645284,1
168.11790572392542,1
340.0742973938733,0
221.30623779865854,2
270.56437952457003,1
204.8006249997559,1
220.1550395747588,0
119.19007070641925,2
157.80712515884974,1
143.54132103482397,1
581.7918353227767,0
528.0805663777605,2
560.4247642247221,1
529.8509476709631,1
603.5970070160416,0
548.7275033358394,2
597.0107872900652,1
543.6829725324827,1
570.5920547597124,0
531.6024727055529,2
556.2402630026362,1
513.2837104035372,1
562.049638487222,0
502.95159734475266,2
558.9713600962671,1
540.0118859237674,1
531.7608525960477,0
496.610747635546,2
537.9244900028972,1
500.9868489456772,1
1914.496528361945,0
946.9748020336419,2
825.5406154234357,1
710.9220884064571,1
2423.094337040527,0
765.2175045134543,2
948.2503621197224,1
699.4472001486312,1
2454.6832697713016,0
516.7914275978162,2
931.6042973823435,1
677.1547530625002,1
1853.6928379896597,0
745.6458921795681,2
786.7013406770566,1
737.4699736228993,1
2390.9637145322376,0
610.1730244791207,2
848.8539957929153,1
702.0498179920181,1
1292.6341928697916,0
