lap_var,blur
4068.329283295391,0
800.0083463401882,2
101.57765724826389,1
107.67402343494767,1
4391.8358411161125,0
1372.2550051858334,2
280.0065786401299,1
95.99138176954182,1
4768.6562023800225,0
322.870488886712,2
115.97414567249888,1
71.7985259699989,1
4141.979109374945,0
981.5834150909177,2
222.95072030973284,1
104.69752132621494,1
5189.953934738408,0
932.3209640456811,2
191.99635943809653,1
96.58547059057183,1
2592.1015390153293,0
1648.9034463425435,2
88.37925931249998,1
46.10478229109272,1
3944.1425114219933,0
1889.4187400842438,2
94.32884635371062,1
49.61842447361951,1
92.9976836445744,0
2437.203256165538,2
87.09427598526045,1
47.04192284611005,1
4016.8992070670306,0
752.2665906018703,2
75.14680050987388,1
81.56668485177704,1
3706.691226347222,0
987.6623911769268,2
73.25937405327444,1
66.22171011645403,1
1993.2185114581205,0
243.2710848784699,2
192.63074256298188,1
162.15100623437496,1
3277.889613992357,0
1322.85897481671,2
193.9430551087142,1
167.9756963507029,1
3307.1875114329537,0
250.87748581390363,2
194.43118801755102,1
164.8442477941667,1
3188.607999940586,0
1049.6501395024636,2
189.80792387265512,1
158.3985078028101,1
3106.235404888887,0
2003.5698692627159,2
172.00477071998668,1
161.7647736663517,1
534.1400998957245,0
221.60887343749982,2
56.49499477498265,1
56.96225621164933,1
823.0236281175255,0
240.5551484040796,2
100.12988176724579,1
47.19616873663083,1
992.7168686606241,0
308.2676691472372,2
101.49095171326401,1
58.22108989074191,1
749.9710812497226,0
303.36735831718363,2
77.0924025055314,1
53.088051025780146,1
931.4470727524061,0
245.14732343114972,2
51.617633088514566,1
44.084331586202,1
222.90704113826789,0
216.3804426905555,2
36.49111404257785,1
28.088583330511053,1
747.4219046871675,0
577.4157026039056,2
39.699222907681225,1
29.312457812486713,1
810.9903176719957,0
506.7026333260373,2
40.291127465488024,1
29.950987451691606,1
727.8579879260847,0
256.367946872603,2
37.31888277145154,1
27.982954628339563,1
740.7754889686717,0
253.84973794587575,2
29.50157971394856,1
29.88846265770152,1
484.5999630053384,0
205.0504128415342,2
143.71429318378884,1
147.07822550481526,1
681.2400588467812,0
358.3048671015165,2
151.3535666665355,1
150.81111228705626,1
648.577372738708,0
485.09974720669857,2
152.04339676249566,1
146.65210385956598,1
668.1420041245563,0
285.8502270737459,2
165.603714534566,1
144.746105428383,1
680.9617596777771,0
553.0755991885782,2
145.4015325176986,1
139.62826436360672,1
1185.7214640130396,0
441.21717233868264,2
68.52494166509986,1
53.22516979159721,1
1504.2962546678718,0
533.7071869438147,2
134.91483333259978,1
53.49398854148332,1
2190.2808421110135,0
646.4593312488184,2
147.7490730591469,1
52.05718425755101,1
1729.626430170793,0
475.6740983699543,2
122.97662395828009,1
66.5231020504818,1
1941.1553196410673,0
123.835262494834,2
123.00987856442605,1
52.213956555479356,1
1157.6064619789972,0
380.1639999993217,2
45.591566138085646,1
31.58145572738689,1
1290.9714578047522,0
600.9837380205726,2
46.03152446685952,1
22.386254680642082,1
1378.0530910716332,0
553.9101833075997,2
49.160773262584335,1
32.499608272899295,1
1287.7062540576292,0
946.1724957303986,2
43.169020244954126,1
32.33145885387125,1
1263.6284542223436,0
501.5035329605512,2
45.122112443391686,1
32.604530472349985,1
652.7088694366487,0
168.69386822720665,2
165.97457812096243,1
144.55019565710822,1
1117.0917062496487,0
348.71475930933605,2
155.02641612561607,1
142.73474933021896,1
1205.0360675949862,0
590.3598129360671,2
166.02562303704838,1
154.67857160805553,1
1211.9984864572898,0
269.27870780239556,2
163.1057978404677,1
145.96266805858045,1
1186.4974503605063,0
345.54762200194614,2
170.72232271765378,1
147.64426978326404,1
806.2104898810086,0
238.69801717302485,2
60.43969788957905,1
50.211330206597204,1
993.4846624952736,0
236.2704322915972,2
115.6168760387326,1
48.9959301985406,1
1228.8979618302192,0
100.3270421204945,2
115.6021755944401,1
60.7606108064711,1
1064.8195317330917,0
384.4212676220442,2
95.28665675710037,1
58.58575677073538,1
1238.8035657947225,0
118.24589687456597,2
85.94214268141252,1
57.91251418485674,1
640.830057252907,0
293.4689395741494,2
36.91581456499567,1
29.650289061490607,1
753.873263004284,0
340.63924007225233,2
41.959701556638166,1
30.179737495129128,1
939.0055984063255,0
240.44555935551656,2
40.81353833728731,1
30.603894747828782,1
830.9448515425778,0
450.0893968540351,2
37.39990411319008,1
28.86154998848848,1
864.2625518727041,0
371.707310742899,2
38.86122935627577,1
30.605305430663773,1
501.0412411448241,0
366.953470189635,2
154.90669562230786,1
158.0225813743269,1
768.4934816884765,0
144.52040155962206,2
157.7018822614052,1
150.08296528714843,1
790.629536316142,0
553.5962327460326,2
162.31434838484265,1
152.97401560858407,1
805.1539442705008,0
342.50311915867803,2
160.2491994468791,1
147.7193999979937,1
789.137120348745,0
171.06280050734352,2
150.238402594834,1
151.63039616230427,1
1189.3761171868487,0
393.45098428121076,2
112.92536454291559,1
55.816649950308204,1
1597.029053121952,0
340.5195880207552,2
